KxIndex,Id,SalePrice,rr_SalePrice
518,1978,,353405
519,1979,,320910
520,1980,,194069
521,1981,,359019
522,1982,,217319
523,1983,,201630
524,1984,,187785
525,1985,,207801
526,1986,,202168
527,1987,,192984
528,1988,,171202
529,1989,,192487
530,1990,,203765
531,1991,,233295
532,1992,,204273
533,1993,,170804
534,1994,,247293
535,1995,,184315
536,1996,,260852
537,1997,,310488
538,1998,,315713
539,1999,,293528
540,2000,,310412
541,2001,,280850
542,2002,,246383
543,2003,,249746
544,2004,,290365
545,2005,,207081
546,2006,,207232
547,2007,,248342
548,2008,,204954
549,2009,,191184
550,2010,,193013
551,2011,,148753
552,2012,,167994
553,2013,,170260
554,2014,,185527
555,2015,,195649
556,2016,,189590
557,2017,,192229
558,2018,,126619
559,2019,,135136
560,2020,,94186
561,2021,,104778
562,2022,,171287
563,2023,,137589
564,2024,,281468
565,2025,,361893
566,2026,,169437
567,2027,,162019
568,2028,,161778
569,2029,,165322
570,2030,,258138
571,2031,,247593
572,2032,,255095
573,2033,,255437
574,2034,,170880
575,2035,,200838
576,2036,,195914
577,2037,,197007
578,2038,,298368
579,2039,,204947
580,2040,,296446
581,2041,,275152
582,2042,,194188
583,2043,,188148
584,2044,,193464
585,2045,,204744
586,2046,,150487
587,2047,,142806
588,2048,,138743
589,2049,,149148
590,2050,,182728
591,2051,,99379
592,2052,,126515
593,2053,,147737
594,2054,,92644
595,2055,,156692
596,2056,,149912
597,2057,,117648
598,2058,,195159
599,2059,,135189
600,2060,,174056
601,2061,,169107
602,2062,,126671
603,2063,,118962
604,2064,,139907
605,2065,,126545
606,2066,,163621
607,2067,,126736
608,2068,,159028
609,2069,,81064
610,2070,,117566
611,2071,,93216
612,2072,,131683
613,2073,,139600
614,2074,,168327
615,2075,,153773
616,2076,,124202
617,2077,,151675
618,2078,,121074
619,2079,,129065
620,2080,,121675
621,2081,,126651
622,2082,,134168
623,2083,,140352
624,2084,,111106
625,2085,,119857
626,2086,,118223
627,2087,,120786
628,2088,,100251
629,2089,,70033
630,2090,,134422
631,2091,,100683
632,2092,,126546
633,2093,,126691
634,2094,,121065
635,2095,,139165
636,2096,,88162
637,2097,,110225
638,2098,,149128
639,2099,,58864
640,2100,,77530
641,2101,,107273
642,2102,,138384
643,2103,,103492
644,2104,,143756
645,2105,,139788
646,2106,,48820
647,2107,,191590
648,2108,,99317
649,2109,,99952
650,2110,,126649
651,2111,,149286
652,2112,,126739
653,2113,,118654
654,2114,,130058
655,2115,,159184
656,2116,,116553
657,2117,,142989
658,2118,,113838
659,2119,,117551
660,2120,,116303
661,2121,,96999
662,2122,,112571
663,2123,,74752
664,2124,,160223
665,2125,,132514
666,2126,,146178
667,2127,,164487
668,2128,,141512
669,2129,,97615
670,2130,,136453
671,2131,,130368
672,2132,,119458
673,2133,,121838
674,2134,,123892
675,2135,,99987
676,2136,,65322
677,2137,,115153
678,2138,,138604
679,2139,,140333
680,2140,,135710
681,2141,,150096
682,2142,,112216
683,2143,,133237
684,2144,,126549
685,2145,,137635
686,2146,,176435
687,2147,,150173
688,2148,,135833
689,2149,,159740
690,2150,,212291
691,2151,,117833
692,2152,,179293
693,2153,,182735
694,2154,,109024
695,2155,,138191
696,2156,,259162
697,2157,,241654
698,2158,,241354
699,2159,,204215
700,2160,,191556
701,2161,,240987
702,2162,,398492
703,2163,,364342
704,2164,,250682
705,2165,,194623
706,2166,,161915
707,2167,,222958
708,2168,,193170
709,2169,,191339
710,2170,,196599
711,2171,,157680
712,2172,,138689
713,2173,,166867
714,2174,,209994
715,2175,,302553
716,2176,,315360
717,2177,,246739
718,2178,,204875
719,2179,,134895
720,2180,,246115
721,2181,,180561
722,2182,,203887
723,2183,,190813
724,2184,,125900
725,2185,,126619
726,2186,,150093
727,2187,,148368
728,2188,,150929
729,2189,,220962
730,2190,,63227
731,2191,,61449
732,2192,,85955
733,2193,,123185
734,2194,,110021
735,2195,,106752
736,2196,,123855
737,2197,,126643
738,2198,,163456
739,2199,,170722
740,2200,,142222
741,2201,,147502
742,2202,,194760
743,2203,,143205
744,2204,,171158
745,2205,,124236
746,2206,,142040
747,2207,,196310
748,2208,,245200
749,2209,,221764
750,2210,,121100
751,2211,,116965
752,2212,,113862
753,2213,,117509
754,2214,,132957
755,2215,,109474
756,2216,,143927
757,2217,,59803
758,2218,,97153
759,2219,,81974
760,2220,,73130
761,2221,,304629
762,2222,,260270
763,2223,,271496
764,2224,,201511
765,2225,,125103
766,2226,,195725
767,2227,,195925
768,2228,,269645
769,2229,,259738
770,2230,,158706
771,2231,,207554
772,2232,,188469
773,2233,,194686
774,2234,,247056
775,2235,,236621
776,2236,,259949
777,2237,,304646
778,2238,,195736
779,2239,,125769
780,2240,,160707
781,2241,,162202
782,2242,,126654
783,2243,,131717
784,2244,,116339
785,2245,,121557
786,2246,,151775
787,2247,,126675
788,2248,,126547
789,2249,,126011
790,2250,,129664
791,2251,,126614
792,2252,,170085
793,2253,,160596
794,2254,,171090
795,2255,,191289
796,2256,,177984
797,2257,,204851
798,2258,,162022
799,2259,,170582
800,2260,,160996
801,2261,,194855
802,2262,,216523
803,2263,,349858
804,2264,,445360
805,2265,,187378
806,2266,,294648
807,2267,,357457
808,2268,,419691
809,2269,,158352
810,2270,,193217
811,2271,,224302
812,2272,,201161
813,2273,,168782
814,2274,,171552
815,2275,,166612
816,2276,,194352
817,2277,,191329
818,2278,,143690
819,2279,,123985
820,2280,,122004
821,2281,,158487
822,2282,,180463
823,2283,,113652
824,2284,,120864
825,2285,,144771
826,2286,,123310
827,2287,,379094
828,2288,,295690
829,2289,,365049
830,2290,,443533
831,2291,,335820
832,2292,,420218
833,2293,,445048
834,2294,,394610
835,2295,,446579
836,2296,,290495
837,2297,,349249
838,2298,,346096
839,2299,,360835
840,2300,,315178
841,2301,,309202
842,2302,,256433
843,2303,,252733
844,2304,,258788
845,2305,,205795
846,2306,,198533
847,2307,,195808
848,2308,,207644
849,2309,,284956
850,2310,,207048
851,2311,,205048
852,2312,,190960
853,2313,,170909
854,2314,,187733
855,2315,,190417
856,2316,,198720
857,2317,,189266
858,2318,,188219
859,2319,,189629
860,2320,,190816
861,2321,,236686
862,2322,,190124
863,2323,,194952
864,2324,,188466
865,2325,,209494
866,2326,,174714
867,2327,,197291
868,2328,,212486
869,2329,,190502
870,2330,,178970
871,2331,,359358
872,2332,,379082
873,2333,,325188
874,2334,,260550
875,2335,,292035
876,2336,,320781
877,2337,,194562
878,2338,,278680
879,2339,,205656
880,2340,,376502
881,2341,,206020
882,2342,,212883
883,2343,,207834
884,2344,,205327
885,2345,,224817
886,2346,,204140
887,2347,,194763
888,2348,,245817
889,2349,,191044
890,2350,,303313
891,2351,,250076
892,2352,,249773
893,2353,,250866
894,2354,,150772
895,2355,,150801
896,2356,,160413
897,2357,,178787
898,2358,,194266
899,2359,,126724
900,2360,,116227
901,2361,,144806
902,2362,,250338
903,2363,,139407
904,2364,,164983
905,2365,,207391
906,2366,,192048
907,2367,,205521
908,2368,,206773
909,2369,,207123
910,2370,,165603
911,2371,,166180
912,2372,,180532
913,2373,,278788
914,2374,,304956
915,2375,,232131
916,2376,,284041
917,2377,,313106
918,2378,,149988
919,2379,,200142
920,2380,,160080
921,2381,,170803
922,2382,,200003
923,2383,,196322
924,2384,,244243
925,2385,,167909
926,2386,,136640
927,2387,,131725
928,2388,,93758
929,2389,,126578
930,2390,,137851
931,2391,,141716
932,2392,,116501
933,2393,,160049
934,2394,,142154
935,2395,,195837
936,2396,,141840
937,2397,,207421
938,2398,,130014
939,2399,,59454
940,2400,,62777
941,2401,,117753
942,2402,,128468
943,2403,,139487
944,2404,,150442
945,2405,,157977
946,2406,,138098
947,2407,,126513
948,2408,,141031
949,2409,,121185
950,2410,,184334
951,2411,,121579
952,2412,,159460
953,2413,,125273
954,2414,,158691
955,2415,,124871
956,2416,,126659
957,2417,,134445
958,2418,,134273
959,2419,,121598
960,2420,,126561
961,2421,,148864
962,2422,,112412
963,2423,,125526
964,2424,,139893
965,2425,,224431
966,2426,,141714
967,2427,,147870
968,2428,,167018
969,2429,,109135
970,2430,,126569
971,2431,,118017
972,2432,,138219
973,2433,,140566
974,2434,,138046
975,2435,,158341
976,2436,,98669
977,2437,,110587
978,2438,,125900
979,2439,,105879
980,2440,,123274
981,2441,,100264
982,2442,,97106
983,2443,,123822
984,2444,,134408
985,2445,,83588
986,2446,,148710
987,2447,,191740
988,2448,,144772
989,2449,,119245
990,2450,,150563
991,2451,,134373
992,2452,,198622
993,2453,,86783
994,2454,,122495
995,2455,,122924
996,2456,,126659
997,2457,,123657
998,2458,,126551
999,2459,,110396
1000,2460,,127816
1001,2461,,124871
1002,2462,,126712
1003,2463,,122497
1004,2464,,189604
1005,2465,,138316
1006,2466,,110383
1007,2467,,139376
1008,2468,,92333
1009,2469,,82453
1010,2470,,190930
1011,2471,,200373
1012,2472,,167655
1013,2473,,109853
1014,2474,,69708
1015,2475,,200188
1016,2476,,114961
1017,2477,,122330
1018,2478,,148585
1019,2479,,100148
1020,2480,,158927
1021,2481,,121650
1022,2482,,123270
1023,2483,,100903
1024,2484,,117813
1025,2485,,126567
1026,2486,,144305
1027,2487,,166367
1028,2488,,163709
1029,2489,,149893
1030,2490,,139138
1031,2491,,94126
1032,2492,,189379
1033,2493,,158700
1034,2494,,149652
1035,2495,,89553
1036,2496,,234840
1037,2497,,158671
1038,2498,,112589
1039,2499,,74332
1040,2500,,120063
1041,2501,,136608
1042,2502,,148930
1043,2503,,99887
1044,2504,,171044
1045,2505,,204104
1046,2506,,253931
1047,2507,,297882
1048,2508,,254116
1049,2509,,199739
1050,2510,,202176
1051,2511,,169574
1052,2512,,199627
1053,2513,,205389
1054,2514,,254774
1055,2515,,151125
1056,2516,,170952
1057,2517,,151074
1058,2518,,165161
1059,2519,,232422
1060,2520,,205812
1061,2521,,189308
1062,2522,,206496
1063,2523,,126687
1064,2524,,140343
1065,2525,,150346
1066,2526,,148385
1067,2527,,126751
1068,2528,,126748
1069,2529,,132382
1070,2530,,126764
1071,2531,,261133
1072,2532,,206551
1073,2533,,190793
1074,2534,,229746
1075,2535,,297441
1076,2536,,232250
1077,2537,,246546
1078,2538,,190855
1079,2539,,190988
1080,2540,,189605
1081,2541,,179015
1082,2542,,162283
1083,2543,,126737
1084,2544,,113136
1085,2545,,133943
1086,2546,,121242
1087,2547,,142552
1088,2548,,150610
1089,2549,,150825
1090,2550,,396486
1091,2551,,137009
1092,2552,,126785
1093,2553,,50914
1094,2554,,94205
1095,2555,,126514
1096,2556,,95988
1097,2557,,104822
1098,2558,,147480
1099,2559,,133684
1100,2560,,149760
1101,2561,,148633
1102,2562,,137580
1103,2563,,145577
1104,2564,,191551
1105,2565,,145981
1106,2566,,158972
1107,2567,,126728
1108,2568,,190745
1109,2569,,194654
1110,2570,,119346
1111,2571,,191503
1112,2572,,158015
1113,2573,,201018
1114,2574,,247341
1115,2575,,134752
1116,2576,,123660
1117,2577,,150873
1118,2578,,87810
1119,2579,,52479
1120,2580,,113048
1121,2581,,126592
1122,2582,,128783
1123,2583,,264198
1124,2584,,170653
1125,2585,,187150
1126,2586,,217932
1127,2587,,201463
1128,2588,,148364
1129,2589,,157710
1130,2590,,203260
1131,2591,,230129
1132,2592,,235058
1133,2593,,248398
1134,2594,,181525
1135,2595,,194251
1136,2596,,301314
1137,2597,,189475
1138,2598,,295674
1139,2599,,356790
1140,2600,,159759
1141,2601,,150157
1142,2602,,80918
1143,2603,,99865
1144,2604,,92474
1145,2605,,75965
1146,2606,,150856
1147,2607,,205011
1148,2608,,199245
1149,2609,,170631
1150,2610,,123783
1151,2611,,131542
1152,2612,,170462
1153,2613,,132311
1154,2614,,125600
1155,2615,,150525
1156,2616,,149445
1157,2617,,190414
1158,2618,,199558
1159,2619,,193479
1160,2620,,183491
1161,2621,,186400
1162,2622,,183970
1163,2623,,231662
1164,2624,,314184
1165,2625,,295109
1166,2626,,170153
1167,2627,,170732
1168,2628,,452720
1169,2629,,455498
1170,2630,,367996
1171,2631,,444315
1172,2632,,398495
1173,2633,,317395
1174,2634,,412280
1175,2635,,165031
1176,2636,,189197
1177,2637,,188282
1178,2638,,256969
1179,2639,,190982
1180,2640,,158058
1181,2641,,100918
1182,2642,,176190
1183,2643,,103362
1184,2644,,126532
1185,2645,,113613
1186,2646,,93252
1187,2647,,107644
1188,2648,,143627
1189,2649,,147647
1190,2650,,138649
1191,2651,,137599
1192,2652,,421443
1193,2653,,252418
1194,2654,,275010
1195,2655,,402770
1196,2656,,334944
1197,2657,,364673
1198,2658,,304741
1199,2659,,318046
1200,2660,,353195
1201,2661,,374858
1202,2662,,372261
1203,2663,,294248
1204,2664,,275273
1205,2665,,330159
1206,2666,,299364
1207,2667,,189829
1208,2668,,192351
1209,2669,,190426
1210,2670,,289189
1211,2671,,192149
1212,2672,,191382
1213,2673,,193643
1214,2674,,192971
1215,2675,,170620
1216,2676,,192878
1217,2677,,193104
1218,2678,,258712
1219,2679,,279892
1220,2680,,289892
1221,2681,,405194
1222,2682,,305127
1223,2683,,472463
1224,2684,,313289
1225,2685,,304203
1226,2686,,254176
1227,2687,,303890
1228,2688,,205998
1229,2689,,197714
1230,2690,,404980
1231,2691,,188878
1232,2692,,139564
1233,2693,,194797
1234,2694,,161473
1235,2695,,188839
1236,2696,,171062
1237,2697,,170979
1238,2698,,192532
1239,2699,,168416
1240,2700,,149193
1241,2701,,157606
1242,2702,,111929
1243,2703,,123290
1244,2704,,131796
1245,2705,,114072
1246,2706,,110557
1247,2707,,122161
1248,2708,,126750
1249,2709,,108968
1250,2710,,122739
1251,2711,,287361
1252,2712,,376758
1253,2713,,169672
1254,2714,,157106
1255,2715,,164778
1256,2716,,150066
1257,2717,,192109
1258,2718,,202592
1259,2719,,161302
1260,2720,,187462
1261,2721,,126621
1262,2722,,159661
1263,2723,,149083
1264,2724,,128940
1265,2725,,126744
1266,2726,,149097
1267,2727,,172335
1268,2728,,168641
1269,2729,,148291
1270,2730,,144851
1271,2731,,132314
1272,2732,,127339
1273,2733,,159520
1274,2734,,157811
1275,2735,,134441
1276,2736,,144555
1277,2737,,123393
1278,2738,,126707
1279,2739,,160465
1280,2740,,126619
1281,2741,,137414
1282,2742,,150297
1283,2743,,160391
1284,2744,,164150
1285,2745,,148957
1286,2746,,134997
1287,2747,,156753
1288,2748,,126530
1289,2749,,128640
1290,2750,,125701
1291,2751,,130877
1292,2752,,194820
1293,2753,,143464
1294,2754,,236041
1295,2755,,135357
1296,2756,,104615
1297,2757,,72489
1298,2758,,92838
1299,2759,,160441
1300,2760,,133011
1301,2761,,138323
1302,2762,,138318
1303,2763,,192024
1304,2764,,158639
1305,2765,,267816
1306,2766,,137210
1307,2767,,67106
1308,2768,,123548
1309,2769,,126656
1310,2770,,144441
1311,2771,,110732
1312,2772,,116191
1313,2773,,169241
1314,2774,,129731
1315,2775,,122936
1316,2776,,146083
1317,2777,,144720
1318,2778,,123413
1319,2779,,123072
1320,2780,,98718
1321,2781,,97253
1322,2782,,88924
1323,2783,,101943
1324,2784,,123738
1325,2785,,141875
1326,2786,,66176
1327,2787,,125206
1328,2788,,67448
1329,2789,,169035
1330,2790,,95823
1331,2791,,106886
1332,2792,,63230
1333,2793,,153487
1334,2794,,92366
1335,2795,,120791
1336,2796,,100472
1337,2797,,194343
1338,2798,,117565
1339,2799,,120366
1340,2800,,74350
1341,2801,,108366
1342,2802,,122717
1343,2803,,157095
1344,2804,,132453
1345,2805,,105627
1346,2806,,81935
1347,2807,,158730
1348,2808,,144919
1349,2809,,126711
1350,2810,,126688
1351,2811,,150054
1352,2812,,160051
1353,2813,,159105
1354,2814,,148691
1355,2815,,88169
1356,2816,,234313
1357,2817,,165824
1358,2818,,127398
1359,2819,,176937
1360,2820,,141905
1361,2821,,110514
1362,2822,,195092
1363,2823,,306507
1364,2824,,170347
1365,2825,,144421
1366,2826,,126630
1367,2827,,138409
1368,2828,,216552
1369,2829,,196101
1370,2830,,233850
1371,2831,,181220
1372,2832,,265266
1373,2833,,302127
1374,2834,,226405
1375,2835,,206779
1376,2836,,190608
1377,2837,,168507
1378,2838,,149831
1379,2839,,173183
1380,2840,,189876
1381,2841,,195055
1382,2842,,216102
1383,2843,,159285
1384,2844,,167880
1385,2845,,129157
1386,2846,,195069
1387,2847,,196419
1388,2848,,205246
1389,2849,,192679
1390,2850,,281214
1391,2851,,222023
1392,2852,,217609
1393,2853,,238190
1394,2854,,144488
1395,2855,,195004
1396,2856,,196039
1397,2857,,189557
1398,2858,,204452
1399,2859,,119696
1400,2860,,126744
1401,2861,,135639
1402,2862,,190120
1403,2863,,126614
1404,2864,,227761
1405,2865,,144050
1406,2866,,147892
1407,2867,,93979
1408,2868,,105475
1409,2869,,120757
1410,2870,,129439
1411,2871,,79810
1412,2872,,46850
1413,2873,,110972
1414,2874,,135235
1415,2875,,122700
1416,2876,,167328
1417,2877,,149424
1418,2878,,168167
1419,2879,,143920
1420,2880,,105387
1421,2881,,147619
1422,2882,,170918
1423,2883,,188343
1424,2884,,194612
1425,2885,,171166
1426,2886,,229277
1427,2887,,91398
1428,2888,,133593
1429,2889,,54180
1430,2890,,73658
1431,2891,,133318
1432,2892,,50312
1433,2893,,80946
1434,2894,,63157
1435,2895,,303990
1436,2896,,262945
1437,2897,,199295
1438,2898,,154524
1439,2899,,200051
1440,2900,,161381
1441,2901,,207777
1442,2902,,193893
1443,2903,,336431
1444,2904,,352281
1445,2905,,101418
1446,2906,,194405
1447,2907,,121413
1448,2908,,127145
1449,2909,,150779
1450,2910,,87568
1451,2911,,79708
1452,2912,,159051
1453,2913,,84671
1454,2914,,80300
1455,2915,,89860
1456,2916,,86753
1457,2917,,187755
1458,2918,,124811
1459,2919,,224082
